year,region,country,port,port_lat,port_long,UK_country,country_lat,country_long,import_tonnage_thousand,haversine,export_tonnage_thousand
2000,America,Cuba,London,51.5166,0.1166,England,-78.96068491,21.63175154,18.54662299,14583.633964998628,0.0
2000,America,Cuba,Tees & Hartlepool,54.691745999999995,-1.212926,England,-78.96068491,21.63175154,65.75960449,14583.633964998628,0.0
2000,America,Dominica,Southampton,50.90834,-1.45426,England,15.4238729,15.4238729,2.671575569,4245.485004365511,2.512004236
2000,America,Dominican Rep.,Felixstowe,51.94831,1.31487,England,-70.46235846,18.88448709,1.520619804,13652.525649491468,9.900655603999999
2000,America,Dominican Rep.,Medway,51.380951,0.52213,England,-70.46235846,18.88448709,81.37358698,13652.525649491468,46.91491335
2000,America,Ecuador,Felixstowe,51.94831,1.31487,England,-78.38416675,-1.4547717059999998,18.054657892,14448.374751670448,22.766052745
2000,America,Ecuador,Hull,53.74154,-0.30295,England,-78.38416675,-1.4547717059999998,4.619802922,14448.374751670448,0.0
2000,America,Ecuador,Liverpool,53.46171999999999,-3.02275,England,-78.38416675,-1.4547717059999998,1.124661474,14448.374751670448,0.0
2000,America,Falkland Is.,Shoreham,50.83232,-0.26934,England,-59.42097279,-51.71322177,1.052857143,13180.833002958027,1.786289716
2000,America,Grenada,Grimsby & Immingham,53.61148000000001,-0.22403,England,12.109968499999999,12.109968499999999,1.047357513,4519.286660967375,0.0
2000,America,Guadaloupe,Felixstowe,51.94831,1.31487,England,16.1730949,16.1730949,4.452002407,4187.707843133292,1.4318533009999999
2000,America,Guatemala,Felixstowe,51.94831,1.31487,England,-90.36945836,15.69936061,17.831897024,15779.6449243739,10.608294592
2000,America,Guyana,Felixstowe,51.94831,1.31487,England,-58.97120311,4.790225375,7.218105647,12296.796254368934,19.082164485
2000,America,Guyana,Liverpool,53.46171999999999,-3.02275,England,-58.97120311,4.790225375,2.99729882,12296.796254368934,0.0
2000,America,Guyana,London,51.5166,0.1166,England,-58.97120311,4.790225375,67.82093756,12296.796254368934,0.0
2000,America,Honduras,Bristol,51.44147,-2.55997,England,-86.58996384,14.82294708,28.742394790000002,15372.777010136395,0.0
2000,America,Honduras,Felixstowe,51.94831,1.31487,England,-86.58996384,14.82294708,7.344599871999999,15372.777010136395,3.7324948419999995
2000,America,Honduras,Southampton,50.90834,-1.45426,England,-86.58996384,14.82294708,13.584029804,15372.777010136395,0.0
2000,America,Jamaica,Felixstowe,51.94831,1.31487,England,-77.32425479999999,18.13763613,18.836206523999998,14386.637580697316,33.529914497
